      ,Type    ,Id            ,Token
97520 ,morpheme,59#00:18:23#0 ,学習
97521 ,morpheme,59#00:18:25#0 ,学習
97522 ,morpheme,59#00:18:27#0 ,学習
97523 ,morpheme,59#00:18:29#0 ,学習
97524 ,morpheme,59#00:18:31#0 ,学習
97525 ,morpheme,59#00:18:33#0 ,学習
97526 ,morpheme,59#00:18:35#0 ,学習
97527 ,morpheme,59#00:18:37#0 ,学習
97528 ,morpheme,59#00:18:39#0 ,学習
97529 ,morpheme,59#00:18:41#0 ,学習
97530 ,morpheme,59#00:18:43#0 ,学習
97531 ,morpheme,59#00:18:45#0 ,学習
97532 ,morpheme,59#00:18:47#0 ,学習
97533 ,morpheme,59#00:18:49#0 ,学習
97534 ,morpheme,59#00:18:51#0 ,学習
97535 ,morpheme,59#00:18:53#0 ,学習
97536 ,morpheme,59#00:18:55#0 ,学習
97537 ,morpheme,59#00:18:57#0 ,学習
97538 ,morpheme,59#00:18:59#0 ,学習
97539 ,morpheme,59#00:19:01#0 ,学習
97540 ,morpheme,59#00:19:03#0 ,学習
97541 ,morpheme,59#00:19:05#0 ,学習
97542 ,morpheme,59#00:19:07#0 ,学習
97543 ,morpheme,59#00:19:09#0 ,学習
97544 ,morpheme,59#00:19:11#0 ,学習
97545 ,morpheme,59#00:19:13#0 ,学習
97546 ,morpheme,59#00:19:15#0 ,学習
97547 ,morpheme,59#00:19:17#0 ,学習
97548 ,morpheme,59#00:19:19#0 ,学習
97549 ,morpheme,59#00:19:21#0 ,学習
97550 ,morpheme,59#00:19:23#0 ,学習
97551 ,morpheme,59#00:19:25#0 ,学習
97552 ,morpheme,59#00:19:27#0 ,学習
97553 ,morpheme,59#00:19:29#0 ,学習
97554 ,morpheme,59#00:19:31#0 ,学習
97555 ,morpheme,59#00:19:33#0 ,学習
97556 ,morpheme,59#00:19:35#0 ,学習
97557 ,morpheme,59#00:19:37#0 ,学習
97558 ,morpheme,59#00:19:39#0 ,学習
97559 ,morpheme,59#00:19:41#0 ,学習
97560 ,morpheme,59#00:19:43#0 ,学習
97561 ,morpheme,59#00:19:45#0 ,学習
97562 ,morpheme,59#00:19:47#0 ,学習
97563 ,morpheme,59#00:19:49#0 ,学習
97564 ,morpheme,59#00:19:51#0 ,学習
97565 ,morpheme,59#00:19:53#0 ,学習
97566 ,morpheme,59#00:19:55#0 ,学習
97567 ,morpheme,59#00:19:57#0 ,学習
97568 ,morpheme,59#00:19:59#0 ,学習
97569 ,morpheme,59#00:20:01#0 ,学習
97570 ,morpheme,59#00:20:03#0 ,学習
97571 ,morpheme,59#00:20:05#0 ,学習
97572 ,morpheme,59#00:20:07#0 ,学習
97573 ,morpheme,59#00:20:09#0 ,学習
97574 ,morpheme,59#00:20:11#0 ,学習
97575 ,morpheme,59#00:20:13#0 ,学習
97576 ,morpheme,59#00:20:15#0 ,学習
97577 ,morpheme,59#00:20:17#0 ,学習
97578 ,morpheme,59#00:20:19#0 ,学習
97579 ,morpheme,59#00:20:21#0 ,学習
97580 ,morpheme,59#00:20:23#0 ,学習
97581 ,morpheme,59#00:20:25#0 ,学習
97582 ,morpheme,59#00:20:27#0 ,学習
97583 ,morpheme,59#00:20:29#0 ,学習
97584 ,morpheme,59#00:20:31#0 ,学習
97585 ,morpheme,59#00:20:33#0 ,学習
97586 ,morpheme,59#00:20:35#0 ,学習
97587 ,morpheme,59#00:20:37#0 ,学習
97588 ,morpheme,59#00:20:39#0 ,学習
97589 ,morpheme,59#00:20:41#0 ,学習
97590 ,morpheme,59#00:20:43#0 ,学習
97591 ,morpheme,59#00:20:45#0 ,学習
97592 ,morpheme,59#00:20:47#0 ,学習
97593 ,morpheme,59#00:20:49#0 ,学習
97594 ,morpheme,59#00:20:51#0 ,学習
97595 ,morpheme,59#00:20:53#0 ,学習
97596 ,morpheme,59#00:20:55#0 ,学習
97597 ,morpheme,59#00:20:57#0 ,学習
97598 ,morpheme,59#00:20:59#0 ,学習
97599 ,morpheme,59#00:21:01#0 ,学習
97600 ,morpheme,59#00:21:03#0 ,学習
97601 ,morpheme,59#00:21:05#0 ,学習
97602 ,morpheme,59#00:21:07#0 ,学習
97603 ,morpheme,59#00:21:09#0 ,学習
97604 ,morpheme,59#00:21:11#0 ,学習
97605 ,morpheme,59#00:21:13#0 ,学習
97606 ,morpheme,59#00:21:15#0 ,学習
97607 ,morpheme,59#00:21:17#0 ,学習
97608 ,morpheme,59#00:21:19#0 ,学習
97609 ,morpheme,59#00:21:21#0 ,学習
97610 ,morpheme,59#00:21:23#0 ,学習
97611 ,morpheme,59#00:21:25#0 ,学習
97612 ,morpheme,59#00:21:27#0 ,学習
97613 ,morpheme,59#00:21:29#0 ,学習
97614 ,morpheme,59#00:21:31#0 ,学習
97615 ,morpheme,59#00:21:33#0 ,学習
97616 ,morpheme,59#00:21:35#0 ,学習
97617 ,morpheme,59#00:21:37#0 ,学習
97618 ,morpheme,59#00:21:39#0 ,学習
97619 ,morpheme,59#00:21:41#0 ,学習
97620 ,morpheme,59#00:21:43#0 ,学習
97621 ,morpheme,59#00:21:45#0 ,学習
97622 ,morpheme,59#00:21:47#0 ,学習
97623 ,morpheme,59#00:21:49#0 ,学習
97624 ,morpheme,59#00:21:51#0 ,学習
97625 ,morpheme,59#00:21:53#0 ,学習
97626 ,morpheme,59#00:21:55#0 ,学習
97627 ,morpheme,59#00:21:57#0 ,学習
97628 ,morpheme,59#00:21:59#0 ,学習
97629 ,morpheme,59#00:22:01#0 ,学習
97630 ,morpheme,59#00:22:03#0 ,学習
97631 ,morpheme,59#00:22:05#0 ,学習
97632 ,morpheme,59#00:22:07#0 ,学習
97633 ,morpheme,59#00:22:09#0 ,学習
97634 ,morpheme,59#00:22:11#0 ,学習
97635 ,morpheme,59#00:22:13#0 ,学習
97636 ,morpheme,59#00:22:15#0 ,学習
97637 ,morpheme,59#00:22:17#0 ,学習
97638 ,morpheme,59#00:22:19#0 ,学習
97639 ,morpheme,59#00:22:21#0 ,学習
97640 ,morpheme,59#00:22:23#0 ,学習
97641 ,morpheme,59#00:22:25#0 ,学習
97642 ,morpheme,59#00:22:27#0 ,学習
97643 ,morpheme,59#00:22:29#0 ,学習
97644 ,morpheme,59#00:22:31#0 ,学習
97645 ,morpheme,59#00:22:33#0 ,学習
97646 ,morpheme,59#00:22:35#0 ,学習
97647 ,morpheme,59#00:22:37#0 ,学習
97648 ,morpheme,59#00:22:39#0 ,学習
97649 ,morpheme,59#00:22:41#0 ,学習
97650 ,morpheme,59#00:22:43#0 ,学習
97651 ,morpheme,59#00:22:45#0 ,学習
97652 ,morpheme,59#00:22:47#0 ,学習
97653 ,morpheme,59#00:22:49#0 ,学習
97654 ,morpheme,59#00:22:51#0 ,学習
97655 ,morpheme,59#00:22:53#0 ,学習
97656 ,morpheme,59#00:22:55#0 ,学習
97657 ,morpheme,59#00:22:57#0 ,学習
97658 ,morpheme,59#00:22:59#0 ,学習
97659 ,morpheme,59#00:23:01#0 ,学習
97660 ,morpheme,59#00:23:03#0 ,学習
97661 ,morpheme,59#00:23:05#0 ,学習
97662 ,morpheme,59#00:23:07#0 ,学習
97663 ,morpheme,59#00:23:09#0 ,学習
97664 ,morpheme,59#00:23:11#0 ,学習
97665 ,morpheme,59#00:23:13#0 ,学習
97666 ,morpheme,59#00:23:15#0 ,学習
97667 ,morpheme,59#00:23:17#0 ,学習
97668 ,morpheme,59#00:23:19#0 ,学習
97669 ,morpheme,59#00:23:21#0 ,学習
97670 ,morpheme,59#00:23:23#0 ,学習
97671 ,morpheme,59#00:23:25#0 ,学習
97672 ,morpheme,59#00:23:27#0 ,学習
97673 ,morpheme,59#00:23:29#0 ,学習
97674 ,morpheme,59#00:23:31#0 ,学習
97675 ,morpheme,59#00:23:33#0 ,学習
97676 ,morpheme,59#00:23:35#0 ,学習
97677 ,morpheme,59#00:23:37#0 ,学習
97678 ,morpheme,59#00:23:39#0 ,学習
97679 ,morpheme,59#00:23:41#0 ,学習
97680 ,morpheme,59#00:23:43#0 ,学習
97681 ,morpheme,59#00:23:45#0 ,学習
97682 ,morpheme,59#00:23:47#0 ,学習
97683 ,morpheme,59#00:23:49#0 ,学習
97684 ,morpheme,59#00:23:51#0 ,学習
97685 ,morpheme,59#00:23:53#0 ,学習
97686 ,morpheme,59#00:23:55#0 ,学習
97687 ,morpheme,59#00:23:57#0 ,学習
97688 ,morpheme,59#00:23:59#0 ,学習
97689 ,morpheme,59#00:24:01#0 ,学習
97690 ,morpheme,59#00:24:03#0 ,学習
97691 ,morpheme,59#00:24:05#0 ,学習
97692 ,morpheme,59#00:24:07#0 ,学習
97693 ,morpheme,59#00:24:09#0 ,学習
97694 ,morpheme,59#00:24:11#0 ,学習
97695 ,morpheme,59#00:24:13#0 ,学習
97696 ,morpheme,59#00:24:15#0 ,学習
97697 ,morpheme,59#00:24:17#0 ,学習
97698 ,morpheme,59#00:24:19#0 ,学習
97699 ,morpheme,59#00:24:21#0 ,学習
97700 ,morpheme,59#00:24:23#0 ,学習
97701 ,morpheme,59#00:24:25#0 ,学習
97702 ,morpheme,59#00:24:27#0 ,学習
97703 ,morpheme,59#00:24:29#0 ,学習
97704 ,morpheme,59#00:24:31#0 ,学習
97705 ,morpheme,59#00:24:33#0 ,学習
97706 ,morpheme,59#00:24:35#0 ,学習
97707 ,morpheme,59#00:24:37#0 ,学習
97708 ,morpheme,59#00:24:39#0 ,学習
97709 ,morpheme,59#00:24:41#0 ,学習
97710 ,morpheme,59#00:24:43#0 ,学習
97711 ,morpheme,59#00:24:45#0 ,学習
97712 ,morpheme,59#00:24:47#0 ,学習
97713 ,morpheme,59#00:24:49#0 ,学習
97714 ,morpheme,59#00:24:51#0 ,学習
97715 ,morpheme,59#00:24:53#0 ,学習
97716 ,morpheme,59#00:24:55#0 ,学習
97717 ,morpheme,59#00:24:57#0 ,学習
97718 ,morpheme,59#00:24:59#0 ,学習
97719 ,morpheme,59#00:25:01#0 ,学習
97720 ,morpheme,59#00:25:03#0 ,学習
97721 ,morpheme,59#00:25:05#0 ,学習
97722 ,morpheme,59#00:25:07#0 ,学習
97723 ,morpheme,59#00:25:09#0 ,学習
97724 ,morpheme,59#00:25:11#0 ,学習
97725 ,morpheme,59#00:25:13#0 ,学習
97726 ,morpheme,59#00:25:15#0 ,学習
97727 ,morpheme,59#00:25:17#0 ,学習
97728 ,morpheme,59#00:25:19#0 ,学習
97729 ,morpheme,59#00:25:21#0 ,学習
97730 ,morpheme,59#00:25:23#0 ,学習
97731 ,morpheme,59#00:25:25#0 ,学習
97732 ,morpheme,59#00:25:27#0 ,学習
97733 ,morpheme,59#00:25:29#0 ,学習
97734 ,morpheme,59#00:25:31#0 ,学習
97735 ,morpheme,59#00:25:33#0 ,学習
97736 ,morpheme,59#00:25:35#0 ,学習
97737 ,morpheme,59#00:25:37#0 ,学習
97738 ,morpheme,59#00:25:39#0 ,学習
97739 ,morpheme,59#00:25:41#0 ,学習
97740 ,morpheme,59#00:25:43#0 ,学習
97741 ,morpheme,59#00:25:45#0 ,学習
97742 ,morpheme,59#00:25:47#0 ,学習
97743 ,morpheme,59#00:25:49#0 ,学習
97744 ,morpheme,59#00:25:51#0 ,学習
97745 ,morpheme,59#00:25:53#0 ,学習
97746 ,morpheme,59#00:25:55#0 ,学習
97747 ,morpheme,59#00:25:57#0 ,学習
97748 ,morpheme,59#00:25:59#0 ,学習
97749 ,morpheme,59#00:26:01#0 ,学習
97750 ,morpheme,59#00:26:03#0 ,学習
97751 ,morpheme,59#00:26:05#0 ,学習
97752 ,morpheme,59#00:26:07#0 ,学習
97753 ,morpheme,59#00:26:09#0 ,学習
97754 ,morpheme,59#00:26:11#0 ,学習
97755 ,morpheme,59#00:26:13#0 ,学習
97756 ,morpheme,59#00:26:15#0 ,学習
97757 ,morpheme,59#00:26:17#0 ,学習
97758 ,morpheme,59#00:26:19#0 ,学習
97759 ,morpheme,59#00:26:21#0 ,学習
97760 ,morpheme,59#00:26:23#0 ,学習
97761 ,morpheme,59#00:26:25#0 ,学習
97762 ,morpheme,59#00:26:27#0 ,学習
97763 ,morpheme,59#00:26:29#0 ,学習
97764 ,morpheme,59#00:26:31#0 ,学習
97765 ,morpheme,59#00:26:33#0 ,学習
97766 ,morpheme,59#00:26:35#0 ,学習
97767 ,morpheme,59#00:26:37#0 ,学習
97768 ,morpheme,59#00:26:39#0 ,学習
97769 ,morpheme,59#00:26:41#0 ,学習
97770 ,morpheme,59#00:26:43#0 ,学習
97771 ,morpheme,59#00:26:45#0 ,学習
97772 ,morpheme,59#00:26:47#0 ,学習
97773 ,morpheme,59#00:26:49#0 ,学習
97774 ,morpheme,59#00:26:51#0 ,学習
97775 ,morpheme,59#00:26:53#0 ,学習
97776 ,morpheme,59#00:26:55#0 ,学習
97777 ,morpheme,59#00:26:57#0 ,学習
97778 ,morpheme,59#00:26:59#0 ,学習
97779 ,morpheme,59#00:27:01#0 ,学習
97780 ,morpheme,59#00:27:03#0 ,学習
97781 ,morpheme,59#00:27:05#0 ,学習
97782 ,morpheme,59#00:27:07#0 ,学習
97783 ,morpheme,59#00:27:09#0 ,学習
97784 ,morpheme,59#00:27:11#0 ,学習
97785 ,morpheme,59#00:27:13#0 ,学習
97786 ,morpheme,59#00:27:15#0 ,学習
97787 ,morpheme,59#00:27:17#0 ,学習
97788 ,morpheme,59#00:27:19#0 ,学習
97789 ,morpheme,59#00:27:21#0 ,学習
97790 ,morpheme,59#00:27:23#0 ,学習
97791 ,morpheme,59#00:27:25#0 ,学習
97792 ,morpheme,59#00:27:27#0 ,学習
97793 ,morpheme,59#00:27:29#0 ,学習
97794 ,morpheme,59#00:27:31#0 ,学習
97795 ,morpheme,59#00:27:33#0 ,学習
97796 ,morpheme,59#00:27:35#0 ,学習
97797 ,morpheme,59#00:27:37#0 ,学習
97798 ,morpheme,59#00:27:39#0 ,学習
97799 ,morpheme,59#00:27:41#0 ,学習
97800 ,morpheme,59#00:27:43#0 ,学習
97801 ,morpheme,59#00:27:45#0 ,学習
97802 ,morpheme,59#00:27:47#0 ,学習
97803 ,morpheme,59#00:27:49#0 ,学習
97804 ,morpheme,59#00:27:51#0 ,学習
97805 ,morpheme,59#00:27:53#0 ,学習
97806 ,morpheme,59#00:27:55#0 ,学習
97807 ,morpheme,59#00:27:57#0 ,学習
97808 ,morpheme,59#00:27:59#0 ,学習
97809 ,morpheme,59#00:28:01#0 ,学習
97810 ,morpheme,59#00:28:03#0 ,学習
97811 ,morpheme,59#00:28:05#0 ,学習
97812 ,morpheme,59#00:28:07#0 ,学習
97813 ,morpheme,59#00:28:09#0 ,学習
97814 ,morpheme,59#00:28:11#0 ,学習
97815 ,morpheme,59#00:28:13#0 ,学習
97816 ,morpheme,59#00:28:15#0 ,学習
97817 ,morpheme,59#00:28:17#0 ,学習
97818 ,morpheme,59#00:28:19#0 ,学習
97819 ,morpheme,59#00:28:21#0 ,学習
97820 ,morpheme,59#00:28:23#0 ,学習
97821 ,morpheme,59#00:28:25#0 ,学習
97822 ,morpheme,59#00:28:27#0 ,学習
97823 ,morpheme,59#00:28:29#0 ,学習
97824 ,morpheme,59#00:28:31#0 ,学習
97825 ,morpheme,59#00:28:33#0 ,学習
97826 ,morpheme,59#00:28:35#0 ,学習
97827 ,morpheme,59#00:28:37#0 ,学習
97828 ,morpheme,59#00:28:39#0 ,学習
97829 ,morpheme,59#00:28:41#0 ,学習
97830 ,morpheme,59#00:28:43#0 ,学習
97831 ,morpheme,59#00:28:45#0 ,学習
97832 ,morpheme,59#00:28:47#0 ,学習
97833 ,morpheme,59#00:28:49#0 ,学習
97834 ,morpheme,59#00:28:51#0 ,学習
97835 ,morpheme,59#00:28:53#0 ,学習
97836 ,morpheme,59#00:28:55#0 ,学習
97837 ,morpheme,59#00:28:57#0 ,学習
97838 ,morpheme,59#00:28:59#0 ,学習
97839 ,morpheme,59#00:29:01#0 ,学習
97840 ,morpheme,59#00:29:03#0 ,学習
97841 ,morpheme,59#00:29:05#0 ,学習
97842 ,morpheme,59#00:29:07#0 ,学習
97843 ,morpheme,59#00:29:09#0 ,学習
97844 ,morpheme,59#00:29:11#0 ,学習
97845 ,morpheme,59#00:29:13#0 ,学習
97846 ,morpheme,59#00:29:15#0 ,学習
97847 ,morpheme,59#00:29:17#0 ,学習
97848 ,morpheme,59#00:29:19#0 ,学習
97849 ,morpheme,59#00:29:21#0 ,学習
97850 ,morpheme,59#00:29:23#0 ,学習
97851 ,morpheme,59#00:29:25#0 ,学習
97852 ,morpheme,59#00:29:27#0 ,学習
97853 ,morpheme,59#00:29:29#0 ,学習
97854 ,morpheme,59#00:29:31#0 ,学習
97855 ,morpheme,59#00:29:33#0 ,学習
97856 ,morpheme,59#00:29:35#0 ,学習
97857 ,morpheme,59#00:29:37#0 ,学習
97858 ,morpheme,59#00:29:39#0 ,学習
97859 ,morpheme,59#00:29:41#0 ,学習
97860 ,morpheme,59#00:29:43#0 ,学習
97861 ,morpheme,59#00:29:45#0 ,学習
97862 ,morpheme,59#00:29:47#0 ,学習
97863 ,morpheme,59#00:29:49#0 ,学習
97864 ,morpheme,59#00:29:51#0 ,学習
97865 ,morpheme,59#00:29:53#0 ,学習
97866 ,morpheme,59#00:29:55#0 ,学習
97867 ,morpheme,59#00:29:57#0 ,学習
97868 ,morpheme,59#00:29:59#0 ,学習
97869 ,morpheme,59#00:30:01#0 ,学習
97870 ,morpheme,59#00:30:03#0 ,学習
97871 ,morpheme,59#00:30:05#0 ,学習
97872 ,morpheme,59#00:30:07#0 ,学習
97873 ,morpheme,59#00:30:09#0 ,学習
97874 ,morpheme,59#00:30:11#0 ,学習
97875 ,morpheme,59#00:30:13#0 ,学習
97876 ,morpheme,59#00:30:15#0 ,学習
97877 ,morpheme,59#00:30:17#0 ,学習
97878 ,morpheme,59#00:30:19#0 ,学習
97879 ,morpheme,59#00:30:21#0 ,学習
97880 ,morpheme,59#00:30:23#0 ,学習
97881 ,morpheme,59#00:30:25#0 ,学習
97882 ,morpheme,59#00:30:27#0 ,学習
97883 ,morpheme,59#00:30:29#0 ,学習
97884 ,morpheme,59#00:30:31#0 ,学習
97885 ,morpheme,59#00:30:33#0 ,学習
97886 ,morpheme,59#00:30:35#0 ,学習
97887 ,morpheme,59#00:30:37#0 ,学習
97888 ,morpheme,59#00:30:39#0 ,学習
97889 ,morpheme,59#00:30:41#0 ,学習
97890 ,morpheme,59#00:30:43#0 ,学習
97891 ,morpheme,59#00:30:45#0 ,学習
97892 ,morpheme,59#00:30:47#0 ,学習
97893 ,morpheme,59#00:30:49#0 ,学習
97894 ,morpheme,59#00:30:51#0 ,学習
97895 ,morpheme,59#00:30:53#0 ,学習
97896 ,morpheme,59#00:30:55#0 ,学習
97897 ,morpheme,59#00:30:57#0 ,学習
97898 ,morpheme,59#00:30:59#0 ,学習
97899 ,morpheme,59#00:31:01#0 ,学習
97900 ,morpheme,59#00:31:03#0 ,学習
97901 ,morpheme,59#00:31:05#0 ,学習
97902 ,morpheme,59#00:31:07#0 ,学習
97903 ,morpheme,59#00:31:09#0 ,学習
97904 ,morpheme,59#00:31:11#0 ,学習
97905 ,morpheme,59#00:31:13#0 ,学習
97906 ,morpheme,59#00:31:15#0 ,学習
97907 ,morpheme,59#00:31:17#0 ,学習
97908 ,morpheme,59#00:31:19#0 ,学習
97909 ,morpheme,59#00:31:21#0 ,学習
97910 ,morpheme,59#00:31:23#0 ,学習
97911 ,morpheme,59#00:31:25#0 ,学習
97912 ,morpheme,59#00:31:27#0 ,学習
97913 ,morpheme,59#00:31:29#0 ,学習
97914 ,morpheme,59#00:31:31#0 ,学習
97915 ,morpheme,59#00:31:33#0 ,学習
97916 ,morpheme,59#00:31:35#0 ,学習
97917 ,morpheme,59#00:31:37#0 ,学習
97918 ,morpheme,59#00:31:39#0 ,学習
97919 ,morpheme,59#00:31:41#0 ,学習
97920 ,morpheme,59#00:31:43#0 ,学習
97921 ,morpheme,59#00:31:45#0 ,学習
97922 ,morpheme,59#00:31:47#0 ,学習
97923 ,morpheme,59#00:31:49#0 ,学習
97924 ,morpheme,59#00:31:51#0 ,学習
97925 ,morpheme,59#00:31:53#0 ,学習
97926 ,morpheme,59#00:31:55#0 ,学習
97927 ,morpheme,59#00:31:57#0 ,学習
97928 ,morpheme,59#00:31:59#0 ,学習
97929 ,morpheme,59#00:32:01#0 ,学習
97930 ,morpheme,59#00:32:03#0 ,学習
97931 ,morpheme,59#00:32:05#0 ,学習
97932 ,morpheme,59#00:32:07#0 ,学習
97933 ,morpheme,59#00:32:09#0 ,学習
97934 ,morpheme,59#00:32:11#0 ,学習
97935 ,morpheme,59#00:32:13#0 ,学習
97936 ,morpheme,59#00:32:15#0 ,学習
97937 ,morpheme,59#00:32:17#0 ,学習
97938 ,morpheme,59#00:32:19#0 ,学習
97939 ,morpheme,59#00:32:21#0 ,学習
97940 ,morpheme,59#00:32:23#0 ,学習
97941 ,morpheme,59#00:32:25#0 ,学習
97942 ,morpheme,59#00:32:27#0 ,学習
97943 ,morpheme,59#00:32:29#0 ,学習
97944 ,morpheme,59#00:32:31#0 ,学習
97945 ,morpheme,59#00:32:33#0 ,学習
97946 ,morpheme,59#00:32:35#0 ,学習
97947 ,morpheme,59#00:32:37#0 ,学習
97948 ,morpheme,59#00:32:39#0 ,学習
97949 ,morpheme,59#00:32:41#0 ,学習
97950 ,morpheme,59#00:32:43#0 ,学習
97951 ,morpheme,59#00:32:45#0 ,学習
97952 ,morpheme,59#00:32:47#0 ,学習
97953 ,morpheme,59#00:32:49#0 ,学習
97954 ,morpheme,59#00:32:51#0 ,学習
97955 ,morpheme,59#00:32:53#0 ,学習
97956 ,morpheme,59#00:32:55#0 ,学習
97957 ,morpheme,59#00:32:57#0 ,学習
97958 ,morpheme,59#00:32:59#0 ,学習
97959 ,morpheme,59#00:33:01#0 ,学習
97960 ,morpheme,59#00:33:03#0 ,学習
97961 ,morpheme,59#00:33:05#0 ,学習
97962 ,morpheme,59#00:33:07#0 ,学習
97963 ,morpheme,59#00:33:09#0 ,学習
97964 ,morpheme,59#00:33:11#0 ,学習
97965 ,morpheme,59#00:33:13#0 ,学習
97966 ,morpheme,59#00:33:15#0 ,学習
97967 ,morpheme,59#00:33:17#0 ,学習
97968 ,morpheme,59#00:33:19#0 ,学習
97969 ,morpheme,59#00:33:21#0 ,学習
97970 ,morpheme,59#00:33:23#0 ,学習
97971 ,morpheme,59#00:33:25#0 ,学習
97972 ,morpheme,59#00:33:27#0 ,学習
97973 ,morpheme,59#00:33:29#0 ,学習
97974 ,morpheme,59#00:33:31#0 ,学習
97975 ,morpheme,59#00:33:33#0 ,学習
97976 ,morpheme,59#00:33:35#0 ,学習
97977 ,morpheme,59#00:33:37#0 ,学習
97978 ,morpheme,59#00:33:39#0 ,学習
97979 ,morpheme,59#00:33:41#0 ,学習
